N,P,K,pH,Humidity,Temperature,Rainfall,CropYield,District,SoilType,CropName
46.2,21.2,31.2,5.6,85,25.2,1800,155.2,Kolkata,Alluvial Soil,Vegetables (Okra)
43.2,19.5,29.5,5.6,85,23.5,1800,135.2,Kolkata,Alluvial Soil,Vegetables (Okra)
47.2,21.5,31.5,5.6,85,24.5,1800,165.2,Kolkata,Alluvial Soil,Vegetables (Okra)
41.2,17.5,26.5,5.6,85,23.5,1800,125.2,Kolkata,Alluvial Soil,Vegetables (Okra)
49.2,23.5,33.5,5.6,85,24.5,1800,175.2,Kolkata,Alluvial Soil,Vegetables (Okra)
44.5,20.5,30.5,5.6,85,23,1800,155.5,Kolkata,Alluvial Soil,Vegetables (Okra)
46.5,22.5,32.5,5.6,85,23,1800,165.5,Kolkata,Alluvial Soil,Vegetables (Okra)
43.5,19.8,29.8,5.6,85,24.8,1800,145.8,Kolkata,Alluvial Soil,Vegetables (Okra)
47.5,21.8,31.8,5.6,85,25.8,1800,165.8,Kolkata,Alluvial Soil,Vegetables (Okra)
41.5,17.8,26.8,5.6,85,24.8,1800,125.8,Kolkata,Alluvial Soil,Vegetables (Okra)
49.5,23.8,33.8,5.6,85,25.8,1800,175.8,Kolkata,Alluvial Soil,Vegetables (Okra)
45.2,20.2,30.2,5.6,85,23.2,1800,150.2,Kolkata,Alluvial Soil,Vegetables (Okra)
55,25,35,5.6,85,23,1800,450,Kolkata,Alluvial Soil,Fruits (Banana)
52,22,32,5.7,85,23,1810,400,Kolkata,Alluvial Soil,Fruits (Banana)
58,28,38,5.7,85,23,1800,500,Kolkata,Alluvial Soil,Fruits (Banana)
50,20,30,5.6,85,23,1800,350,Kolkata,Alluvial Soil,Fruits (Banana)
60,30,40,5.9,85,23,1820,550,Kolkata,Alluvial Soil,Fruits (Banana)
54,24,34,5.6,85,24,1800,430,Kolkata,Alluvial Soil,Fruits (Banana)
56,26,36,5.6,85,25,1800,470,Kolkata,Alluvial Soil,Fruits (Banana)
53,23,33,5.7,85,24,1810,420,Kolkata,Alluvial Soil,Fruits (Banana)
57,27,37,5.7,85,25,1800,480,Kolkata,Alluvial Soil,Fruits (Banana)
51,21,31,5.6,85,24,1800,360,Kolkata,Alluvial Soil,Fruits (Banana)
59,29,39,5.9,85,25,1820,520,Kolkata,Alluvial Soil,Fruits (Banana)
54.5,24.5,34.5,5.6,85,23.5,1800,455,Kolkata,Alluvial Soil,Fruits (Banana)
56.5,26.5,36.5,5.6,85,24.5,1800,475,Kolkata,Alluvial Soil,Fruits (Banana)
53.5,23.8,33.8,5.7,85,25.8,1810,425,Kolkata,Alluvial Soil,Fruits (Banana)
57.5,27.8,37.8,5.7,85,23.8,1800,485,Kolkata,Alluvial Soil,Fruits (Banana)
51.5,21.8,31.8,5.6,85,24.8,1800,365,Kolkata,Alluvial Soil,Fruits (Banana)
59.5,29.8,39.8,5.9,85,23.8,1820,525,Kolkata,Alluvial Soil,Fruits (Banana)
55.2,25.2,35.2,5.6,85,23.2,1800,455.2,Kolkata,Alluvial Soil,Fruits (Banana)
52.2,22.2,32.2,5.7,85,24.2,1810,405.2,Kolkata,Alluvial Soil,Fruits (Banana)
58.2,28.2,38.2,5.7,85,23.2,1800,505.2,Kolkata,Alluvial Soil,Fruits (Banana)
50.2,20.2,30.2,5.6,85,24.2,1800,355.2,Kolkata,Alluvial Soil,Fruits (Banana)
60.2,30.2,40.2,5.9,85,25.2,1820,555.2,Kolkata,Alluvial Soil,Fruits (Banana)
54.2,24.2,34.2,5.6,85,23.2,1800,435.2,Kolkata,Alluvial Soil,Fruits (Banana)
56.2,26.2,36.2,5.6,85,24.2,1800,475.2,Kolkata,Alluvial Soil,Fruits (Banana)
53.2,23.5,33.5,5.7,85,25.5,1810,425.2,Kolkata,Alluvial Soil,Fruits (Banana)
57.2,27.5,37.5,5.7,85,23.5,1800,485.2,Kolkata,Alluvial Soil,Fruits (Banana)
51.2,21.5,31.5,5.6,85,24.5,1800,365.2,Kolkata,Alluvial Soil,Fruits (Banana)
59.2,29.5,39.5,5.9,85,25.5,1820,525.2,Kolkata,Alluvial Soil,Fruits (Banana)
54.5,24.5,34.5,5.6,85,23.5,1800,455.5,Kolkata,Alluvial Soil,Fruits (Banana)
56.5,26.5,36.5,5.6,85,24.5,1800,475.5,Kolkata,Alluvial Soil,Fruits (Banana)
53.5,23.8,33.8,5.7,85,25.8,1810,425.5,Kolkata,Alluvial Soil,Fruits (Banana)
57.5,27.8,37.8,5.7,85,23.8,1800,485.5,Kolkata,Alluvial Soil,Fruits (Banana)
51.5,21.8,31.8,5.6,85,24.8,1800,365.5,Kolkata,Alluvial Soil,Fruits (Banana)
59.5,29.8,39.8,5.9,85,23.8,1820,525.5,Kolkata,Alluvial Soil,Fruits (Banana)
55.2,25.2,35.2,5.6,85,23.2,1800,455.2,Kolkata,Alluvial Soil,Fruits (Banana)
40,20,30,5.6,85,23,1800,500,Kolkata,Alluvial Soil,Spices (Turmeric)
38,18,28,5.7,86,24,1900,450,Kolkata,Alluvial Soil,Spices (Turmeric)
42,22,32,5.6,84,22,1700,550,Kolkata,Alluvial Soil,Spices (Turmeric)
36,16,26,6,85,23,1800,400,Kolkata,Alluvial Soil,Spices (Turmeric)
44,24,34,5.6,85,23,1820,600,Kolkata,Alluvial Soil,Spices (Turmeric)
39,19,29,5.6,85,24,1800,480,Kolkata,Alluvial Soil,Spices (Turmeric)
41,21,31,5.6,85,25,1800,520,Kolkata,Alluvial Soil,Spices (Turmeric)
37,17,27,5.7,86,23,1900,470,Kolkata,Alluvial Soil,Spices (Turmeric)
43,23,33,5.6,84,24,1700,570,Kolkata,Alluvial Soil,Spices (Turmeric)
35,15,25,6,85,25,1800,420,Kolkata,Alluvial Soil,Spices (Turmeric)
45,25,35,5.6,85,24,1820,620,Kolkata,Alluvial Soil,Spices (Turmeric)
40.5,20.5,30.5,5.6,85,23.5,1800,505,Kolkata,Alluvial Soil,Spices (Turmeric)
38.5,18.5,28.5,5.7,86,24.5,1900,455,Kolkata,Alluvial Soil,Spices (Turmeric)
42.5,22.5,32.5,5.6,84,23.5,1700,555,Kolkata,Alluvial Soil,Spices (Turmeric)
36.5,16.5,26.5,6,85,24.5,1800,405,Kolkata,Alluvial Soil,Spices (Turmeric)
44.5,24.5,34.5,5.6,85,25.5,1820,605,Kolkata,Alluvial Soil,Spices (Turmeric)
39.2,19.2,29.2,5.6,85,23.2,1800,485.2,Kolkata,Alluvial Soil,Spices (Turmeric)
41.2,21.2,31.2,5.6,85,24.2,1800,525.2,Kolkata,Alluvial Soil,Spices (Turmeric)
37.2,17.2,27.2,5.7,86,23.2,1900,475.2,Kolkata,Alluvial Soil,Spices (Turmeric)
43.2,23.2,33.2,5.6,84,24.2,1700,575.2,Kolkata,Alluvial Soil,Spices (Turmeric)
35.2,15.2,25.2,6,85,25.2,1800,425.2,Kolkata,Alluvial Soil,Spices (Turmeric)
45.2,25.2,35.2,5.6,85,23.2,1820,625.2,Kolkata,Alluvial Soil,Spices (Turmeric)
40.2,20.2,30.2,5.6,85,24.2,1800,505.2,Kolkata,Alluvial Soil,Spices (Turmeric)
38.2,18.2,28.2,5.7,86,25.2,1900,455.2,Kolkata,Alluvial Soil,Spices (Turmeric)
42.2,22.2,32.2,5.6,84,23.2,1700,555.2,Kolkata,Alluvial Soil,Spices (Turmeric)
36.2,16.2,26.2,6,85,24.2,1800,405.2,Kolkata,Alluvial Soil,Spices (Turmeric)
44.2,24.2,34.2,5.6,85,25.2,1820,605.2,Kolkata,Alluvial Soil,Spices (Turmeric)
39.5,19.5,29.5,5.6,85,23.5,1800,485.5,Kolkata,Alluvial Soil,Spices (Turmeric)
41.5,21.5,31.5,5.6,85,24.5,1800,525.5,Kolkata,Alluvial Soil,Spices (Turmeric)
37.5,17.5,27.5,5.7,86,23.5,1900,475.5,Kolkata,Alluvial Soil,Spices (Turmeric)
43.5,23.5,33.5,5.6,84,24.5,1700,575.5,Kolkata,Alluvial Soil,Spices (Turmeric)
35.5,15.5,25.5,6,85,25.5,1800,425.5,Kolkata,Alluvial Soil,Spices (Turmeric)
45.5,25.5,35.5,5.6,85,23.5,1820,625.5,Kolkata,Alluvial Soil,Spices (Turmeric)
40.5,20.5,30.5,5.6,85,24.5,1800,505.5,Kolkata,Alluvial Soil,Spices (Turmeric)
38.5,18.5,28.5,5.7,86,25.5,1900,455.5,Kolkata,Alluvial Soil,Spices (Turmeric)
42.5,22.5,32.5,5.6,84,23.5,1700,555.5,Kolkata,Alluvial Soil,Spices (Turmeric)
36.5,16.5,26.5,6,85,24.5,1800,405.5,Kolkata,Alluvial Soil,Spices (Turmeric)
44.5,24.5,34.5,5.6,85,25.5,1820,605.5,Kolkata,Alluvial Soil,Spices (Turmeric)
39.2,19.2,29.2,5.6,85,23.2,1800,485.2,Kolkata,Alluvial Soil,Spices (Turmeric)
40,20,30,6.2,75,27,1600,800,Nadia,Alluvial Soil,Ginger
42,22,32,6.2,76,29,1610,850,Nadia,Alluvial Soil,Ginger
38,18,28,6.2,76,28,1700,780,Nadia,Alluvial Soil,Ginger
44,24,34,6.2,74,27,1500,900,Nadia,Alluvial Soil,Ginger
39,19,29,6.2,75,27,1600,820,Nadia,Alluvial Soil,Ginger
41,21,31,6.2,76,28,1620,830,Nadia,Alluvial Soil,Ginger
43,23,33,6.2,75,29,1630,870,Nadia,Alluvial Soil,Ginger
37,17,27,6.2,77,30,1680,760,Nadia,Alluvial Soil,Ginger
45,25,35,6.2,74,28,1510,920,Nadia,Alluvial Soil,Ginger
40.5,20.5,30.5,6.2,75,27.5,1605,805,Nadia,Alluvial Soil,Ginger
42.5,22.5,32.5,6.2,76,29.5,1615,855,Nadia,Alluvial Soil,Ginger
38.5,18.5,28.5,6.2,76,28.5,1705,785,Nadia,Alluvial Soil,Ginger
44.5,24.5,34.5,6.2,74,27.5,1505,905,Nadia,Alluvial Soil,Ginger
39.5,19.5,29.5,6.2,75,27.5,1605,825,Nadia,Alluvial Soil,Ginger
41.5,21.5,31.5,6.2,76,28.5,1625,835,Nadia,Alluvial Soil,Ginger
43.5,23.5,33.5,6.2,75,29.5,1635,875,Nadia,Alluvial Soil,Ginger
37.5,17.5,27.5,6.2,77,30.5,1685,765,Nadia,Alluvial Soil,Ginger
45.5,25.5,35.5,6.2,74,28.5,1515,925,Nadia,Alluvial Soil,Ginger
40.2,20.2,30.2,6.2,75,27.2,1602,802,Nadia,Alluvial Soil,Ginger
42.2,22.2,32.2,6.2,76,29.2,1612,852,Nadia,Alluvial Soil,Ginger
38.2,18.2,28.2,6.2,76,28.2,1702,782,Nadia,Alluvial Soil,Ginger
44.2,24.2,34.2,6.2,74,27.2,1502,902,Nadia,Alluvial Soil,Ginger
39.2,19.2,29.2,6.2,75,27.2,1602,822,Nadia,Alluvial Soil,Ginger
41.2,21.2,31.2,6.2,76,28.2,1622,832,Nadia,Alluvial Soil,Ginger
43.2,23.2,33.2,6.2,75,29.2,1632,872,Nadia,Alluvial Soil,Ginger
37.2,17.2,27.2,6.2,77,30.2,1682,762,Nadia,Alluvial Soil,Ginger
45.2,25.2,35.2,6.2,74,28.2,1512,922,Nadia,Alluvial Soil,Ginger
40.8,20.8,30.8,6.2,75,27.8,1608,808,Nadia,Alluvial Soil,Ginger
42.8,22.8,32.8,6.2,76,29.8,1618,858,Nadia,Alluvial Soil,Ginger
38.8,18.8,28.8,6.2,76,28.8,1708,788,Nadia,Alluvial Soil,Ginger
44.8,24.8,34.8,6.2,74,27.8,1508,908,Nadia,Alluvial Soil,Ginger
39.8,19.8,29.8,6.2,75,27.8,1608,828,Nadia,Alluvial Soil,Ginger
41.8,21.8,31.8,6.2,76,28.8,1628,838,Nadia,Alluvial Soil,Ginger
43.8,23.8,33.8,6.2,75,29.8,1638,878,Nadia,Alluvial Soil,Ginger
37.8,17.8,27.8,6.2,77,30.8,1688,768,Nadia,Alluvial Soil,Ginger
45.8,25.8,35.8,6.2,74,28.8,1518,928,Nadia,Alluvial Soil,Ginger
30,15,25,5.8,80,28,1500,1200,Nadia,Alluvial Soil,Turmeric
32,17,27,5.9,82,29,1600,1250,Nadia,Alluvial Soil,Turmeric
28,13,23,6.8,78,28,1550,1150,Nadia,Alluvial Soil,Turmeric
34,19,29,5.8,80,28,1500,1300,Nadia,Alluvial Soil,Turmeric
29,14,24,5.8,80,28,1500,1220,Nadia,Alluvial Soil,Turmeric
31,16,26,6,81,28,1555,1230,Nadia,Alluvial Soil,Turmeric
33,18,28,6.5,79,28,1605,1280,Nadia,Alluvial Soil,Turmeric
27,12,22,5.5,83,28,1455,1180,Nadia,Alluvial Soil,Turmeric
35,20,30,6.2,77,28,1520,1320,Nadia,Alluvial Soil,Turmeric
30.5,15.5,25.5,6.1,80,28.5,1515,1205,Nadia,Alluvial Soil,Turmeric
32.5,17.5,27.5,5.9,82,28.5,1565,1255,Nadia,Alluvial Soil,Turmeric
28.5,13.5,23.5,6.7,78,28.5,1515,1155,Nadia,Alluvial Soil,Turmeric
34.5,19.5,29.5,5.7,80,28.5,1515,1305,Nadia,Alluvial Soil,Turmeric
29.5,14.5,24.5,5.8,80,28.5,1515,1225,Nadia,Alluvial Soil,Turmeric
31.5,16.5,26.5,6.3,81,28.5,1515,1235,Nadia,Alluvial Soil,Turmeric
33.5,18.5,28.5,6,79,28.5,1515,1285,Nadia,Alluvial Soil,Turmeric
27.5,12.5,22.5,5.5,83,28.5,1515,1185,Nadia,Alluvial Soil,Turmeric
35.5,20.5,30.5,6.2,77,28.5,1515,1325,Nadia,Alluvial Soil,Turmeric
30.2,15.2,25.2,6,82,28.2,1502,1202,Nadia,Alluvial Soil,Turmeric
32.2,17.2,27.2,5.9,80,28.2,1552,1252,Nadia,Alluvial Soil,Turmeric
28.2,13.2,23.2,6.5,78,28.2,1602,1152,Nadia,Alluvial Soil,Turmeric
34.2,19.2,29.2,5.7,80,28.2,1502,1302,Nadia,Alluvial Soil,Turmeric
29.2,14.2,24.2,5.8,80,28.2,1502,1222,Nadia,Alluvial Soil,Turmeric
31.2,16.2,26.2,6.2,81,28.2,1502,1232,Nadia,Alluvial Soil,Turmeric
33.2,18.2,28.2,5.5,79,28.2,1502,1282,Nadia,Alluvial Soil,Turmeric
27.2,12.2,22.2,6.7,83,28.2,1502,1182,Nadia,Alluvial Soil,Turmeric
35.2,20.2,30.2,6.1,77,28.2,1502,1322,Nadia,Alluvial Soil,Turmeric
30.8,15.8,25.8,5.9,82,28.8,1558,1208,Nadia,Alluvial Soil,Turmeric
32.8,17.8,27.8,6.4,80,28.8,1558,1258,Nadia,Alluvial Soil,Turmeric
28.8,13.8,23.8,5.6,78,28.8,1558,1158,Nadia,Alluvial Soil,Turmeric
34.8,19.8,29.8,6.2,80,28.8,1558,1308,Nadia,Alluvial Soil,Turmeric
29.8,14.8,24.8,5.7,80,28.8,1558,1228,Nadia,Alluvial Soil,Turmeric
31.8,16.8,26.8,6.3,81,28.8,1558,1238,Nadia,Alluvial Soil,Turmeric
33.8,18.8,28.8,5.5,79,28.8,1558,1288,Nadia,Alluvial Soil,Turmeric
27.8,12.8,22.8,6.6,83,28.8,1558,1188,Nadia,Alluvial Soil,Turmeric
35.8,20.8,30.8,6,77,28.8,1558,1328,Nadia,Alluvial Soil,Turmeric
90,45,70,6.5,75,30,1440,4000,Nadia,Alluvial Soil,Mango
92,47,72,6.5,75,31,1450,4100,Nadia,Alluvial Soil,Mango
88,43,68,6.5,75,30,1500,3900,Nadia,Alluvial Soil,Mango
94,49,74,6.5,75,30,1400,4200,Nadia,Alluvial Soil,Mango
89,44,69,6.5,75,30,1470,4050,Nadia,Alluvial Soil,Mango
91,46,71,6.5,75,30.5,1465,4025,Nadia,Alluvial Soil,Mango
93,48,73,6.5,75,31.5,1462,4125,Nadia,Alluvial Soil,Mango
87,42,67,6.5,75,29.5,1495,3925,Nadia,Alluvial Soil,Mango
95,50,75,6.5,75,29.5,1435,4225,Nadia,Alluvial Soil,Mango
90.5,45.5,70.5,6.5,75,30.3,1455,4015,Nadia,Alluvial Soil,Mango
92.5,47.5,72.5,6.5,75,31.3,1465,4115,Nadia,Alluvial Soil,Mango
88.5,43.5,68.5,6.5,75,30.3,1515,3915,Nadia,Alluvial Soil,Mango
94.5,49.5,74.5,6.5,75,30.3,1415,4215,Nadia,Alluvial Soil,Mango
89.5,44.5,69.5,6.5,75,30.3,1485,4065,Nadia,Alluvial Soil,Mango
91.5,46.5,71.5,6.5,75,30.8,1470,4035,Nadia,Alluvial Soil,Mango
93.5,48.5,73.5,6.5,75,31.8,1467,4135,Nadia,Alluvial Soil,Mango
87.5,42.5,67.5,6.5,75,29.8,1490,3935,Nadia,Alluvial Soil,Mango
95.5,50.5,75.5,6.5,75,29.8,1430,4235,Nadia,Alluvial Soil,Mango
91.2,46.2,71.2,6.5,75,30.5,1467,4020,Nadia,Alluvial Soil,Mango
93.2,48.2,73.2,6.5,75,31.5,1467,4120,Nadia,Alluvial Soil,Mango
89.2,44.2,69.2,6.5,75,30.5,1517,3920,Nadia,Alluvial Soil,Mango
95.2,50.2,75.2,6.5,75,30.5,1417,4220,Nadia,Alluvial Soil,Mango
90.2,45.2,70.2,6.5,75,30.5,1487,4070,Nadia,Alluvial Soil,Mango
92.2,47.2,72.2,6.5,75,31.5,1497,4170,Nadia,Alluvial Soil,Mango
88.2,43.2,68.2,6.5,75,30.5,1547,3970,Nadia,Alluvial Soil,Mango
94.2,49.2,74.2,6.5,75,30.5,1447,4270,Nadia,Alluvial Soil,Mango
89.7,44.7,69.7,6.5,75,30.8,1507,4027,Nadia,Alluvial Soil,Mango
91.7,46.7,71.7,6.5,75,31.8,1497,4127,Nadia,Alluvial Soil,Mango
93.7,48.7,73.7,6.5,75,32.8,1497,4227,Nadia,Alluvial Soil,Mango
87.7,42.7,67.7,6.5,75,30.8,1537,3927,Nadia,Alluvial Soil,Mango
95.7,50.7,75.7,6.5,75,30.8,1437,4227,Nadia,Alluvial Soil,Mango
70,35,50,6,78,28,1600,1800,Nadia,Alluvial Soil,Papaya
72,37,52,6.5,77,29,1650,1900,Nadia,Alluvial Soil,Papaya
68,33,48,6.7,79,27,1700,1700,Nadia,Alluvial Soil,Papaya
74,39,54,6,78,28,1600,2000,Nadia,Alluvial Soil,Papaya
69,34,49,6,78,28,1600,1850,Nadia,Alluvial Soil,Papaya
71,36,51,6.2,78.5,28.5,1625,1850,Nadia,Alluvial Soil,Papaya
73,38,53,6.4,77.5,29.5,1675,1950,Nadia,Alluvial Soil,Papaya
67,32,47,6.3,79.5,27.5,1725,1750,Nadia,Alluvial Soil,Papaya
75,40,55,6.1,78.5,27.5,1625,2050,Nadia,Alluvial Soil,Papaya
70.5,35.5,50.5,6.2,78.3,28.3,1612,1825,Nadia,Alluvial Soil,Papaya
72.5,37.5,52.5,6.5,77.3,29.3,1662,1925,Nadia,Alluvial Soil,Papaya
68.5,33.5,48.5,6.7,79.3,27.3,1712,1725,Nadia,Alluvial Soil,Papaya
74.5,39.5,54.5,6,78.3,28.3,1612,2025,Nadia,Alluvial Soil,Papaya
69.5,34.5,49.5,6,78.3,28.3,1612,1875,Nadia,Alluvial Soil,Papaya
71.5,36.5,51.5,6.3,78.8,28.8,1637,1875,Nadia,Alluvial Soil,Papaya
73.5,38.5,53.5,6.4,77.8,29.8,1687,1975,Nadia,Alluvial Soil,Papaya
67.5,32.5,47.5,6.3,79.8,27.8,1737,1775,Nadia,Alluvial Soil,Papaya
75.5,40.5,55.5,6.1,78.8,27.8,1637,2075,Nadia,Alluvial Soil,Papaya
71.2,36.2,51.2,6.2,78.5,28.5,1612,1850,Nadia,Alluvial Soil,Papaya
73.2,38.2,53.2,6.4,77.5,29.5,1662,1950,Nadia,Alluvial Soil,Papaya
69.2,34.2,49.2,6.7,79.5,27.5,1712,1750,Nadia,Alluvial Soil,Papaya
75.2,40.2,55.2,6,78.5,28.5,1612,2050,Nadia,Alluvial Soil,Papaya
70.2,35.2,50.2,6.2,78.3,28.3,1612,1800,Nadia,Alluvial Soil,Papaya
72.2,37.2,52.2,6.5,77.3,29.3,1662,1900,Nadia,Alluvial Soil,Papaya
68.2,33.2,48.2,6.7,79.3,27.3,1712,1700,Nadia,Alluvial Soil,Papaya
74.2,39.2,54.2,6,78.3,28.3,1612,2000,Nadia,Alluvial Soil,Papaya
69.7,34.7,49.7,6,78.3,28.3,1612,1850,Nadia,Alluvial Soil,Papaya
71.7,36.7,51.7,6.3,78.8,28.8,1637,1850,Nadia,Alluvial Soil,Papaya
73.7,38.7,53.7,6.4,77.8,29.8,1687,1950,Nadia,Alluvial Soil,Papaya
67.7,32.7,47.7,6.3,79.8,27.8,1737,1750,Nadia,Alluvial Soil,Papaya
75.7,40.7,55.7,6.1,78.8,27.8,1637,2050,Nadia,Alluvial Soil,Papaya
80,40,60,5.8,85,23,1800,2500,Nadia,Alluvial Soil,Banana
82,42,62,5.9,86,23,1750,2600,Nadia,Alluvial Soil,Banana
78,38,58,5.7,84,23,1810,2400,Nadia,Alluvial Soil,Banana
84,44,64,5.8,85,23,1800,2700,Nadia,Alluvial Soil,Banana
79,39,59,5.8,85,23,1800,2450,Nadia,Alluvial Soil,Banana
81,41,61,5.8,85.5,23.5,1825,2550,Nadia,Alluvial Soil,Banana
83,43,63,5.9,86.5,23.5,1775,2650,Nadia,Alluvial Soil,Banana
77,37,57,5.7,84.5,23.5,1835,2350,Nadia,Alluvial Soil,Banana
85,45,65,5.8,85.5,23.5,1825,2750,Nadia,Alluvial Soil,Banana
80.5,40.5,60.5,5.9,85.3,23.3,1812,2525,Nadia,Alluvial Soil,Banana
82.5,42.5,62.5,5.7,86.3,23.3,1762,2625,Nadia,Alluvial Soil,Banana
78.5,38.5,58.5,5.8,84.3,23.3,1822,2425,Nadia,Alluvial Soil,Banana
84.5,44.5,64.5,5.9,85.3,23.3,1812,2725,Nadia,Alluvial Soil,Banana
79.5,39.5,59.5,5.7,85.3,23.3,1812,2475,Nadia,Alluvial Soil,Banana
81.5,41.5,61.5,5.8,85.8,23.8,1837,2575,Nadia,Alluvial Soil,Banana
83.5,43.5,63.5,5.9,86.8,23.8,1787,2675,Nadia,Alluvial Soil,Banana
77.5,37.5,57.5,5.7,84.8,23.8,1847,2375,Nadia,Alluvial Soil,Banana
85.5,45.5,65.5,5.8,85.8,23.8,1837,2775,Nadia,Alluvial Soil,Banana
81.2,41.2,61.2,5.9,85.5,23.5,1822,2550,Nadia,Alluvial Soil,Banana
83.2,43.2,63.2,5.7,86.5,23.5,1772,2650,Nadia,Alluvial Soil,Banana
79.2,39.2,59.2,5.8,84.5,23.5,1832,2450,Nadia,Alluvial Soil,Banana
85.2,45.2,65.2,5.9,85.5,23.5,1822,2750,Nadia,Alluvial Soil,Banana
80.2,40.2,60.2,5.7,85.3,23.3,1812,2500,Nadia,Alluvial Soil,Banana
82.2,42.2,62.2,5.8,86.3,23.3,1762,2600,Nadia,Alluvial Soil,Banana
78.2,38.2,58.2,5.9,84.3,23.3,1822,2400,Nadia,Alluvial Soil,Banana
84.2,44.2,64.2,5.7,85.3,23.3,1812,2700,Nadia,Alluvial Soil,Banana
79.7,39.7,59.7,5.7,85.3,23.3,1812,2450,Nadia,Alluvial Soil,Banana
81.7,41.7,61.7,5.8,85.8,23.8,1837,2550,Nadia,Alluvial Soil,Banana
83.7,43.7,63.7,5.9,86.8,23.8,1787,2650,Nadia,Alluvial Soil,Banana
77.7,37.7,57.7,5.7,84.8,23.8,1847,2350,Nadia,Alluvial Soil,Banana
85.7,45.7,65.7,5.8,85.8,23.8,1837,2750,Nadia,Alluvial Soil,Banana
18,10,15,6.8,70,25,1500,500,Nadia,Alluvial Soil,Spinach
20,12,17,6.7,71,25,1550,550,Nadia,Alluvial Soil,Spinach
16,8,13,6.9,70,25,1540,480,Nadia,Alluvial Soil,Spinach
22,14,19,6.8,69,25,1500,600,Nadia,Alluvial Soil,Spinach
17,9,14,6.8,70,25,1500,520,Nadia,Alluvial Soil,Spinach
19,11,16,6.8,70.5,25.5,1525,525,Nadia,Alluvial Soil,Spinach
21,13,18,6.7,71.5,25.5,1575,575,Nadia,Alluvial Soil,Spinach
15,7,12,6.9,69.5,25.5,1565,505,Nadia,Alluvial Soil,Spinach
23,15,20,6.8,68.5,25.5,1525,625,Nadia,Alluvial Soil,Spinach
18.5,10.5,15.5,6.9,70.3,25.3,1512,502.5,Nadia,Alluvial Soil,Spinach
20.5,12.5,17.5,6.7,71.3,25.3,1562,552.5,Nadia,Alluvial Soil,Spinach
16.5,8.5,13.5,6.9,70.3,25.3,1552,482.5,Nadia,Alluvial Soil,Spinach
22.5,14.5,19.5,6.8,69.3,25.3,1512,602.5,Nadia,Alluvial Soil,Spinach
17.5,9.5,14.5,6.8,70.3,25.3,1512,522.5,Nadia,Alluvial Soil,Spinach
19.5,11.5,16.5,6.8,70.8,25.8,1537,527.5,Nadia,Alluvial Soil,Spinach
21.5,13.5,18.5,6.7,71.8,25.8,1587,577.5,Nadia,Alluvial Soil,Spinach
15.5,7.5,12.5,6.9,69.8,25.8,1577,507.5,Nadia,Alluvial Soil,Spinach
23.5,15.5,20.5,6.8,68.8,25.8,1537,627.5,Nadia,Alluvial Soil,Spinach
18.2,10.2,15.2,6.9,70.5,25.5,1522,502.5,Nadia,Alluvial Soil,Spinach
20.2,12.2,17.2,6.7,71.5,25.5,1572,552.5,Nadia,Alluvial Soil,Spinach
16.2,8.2,13.2,6.9,70.5,25.5,1562,482.5,Nadia,Alluvial Soil,Spinach
22.2,14.2,19.2,6.8,69.5,25.5,1522,602.5,Nadia,Alluvial Soil,Spinach
17.2,9.2,14.2,6.8,70.5,25.5,1522,522.5,Nadia,Alluvial Soil,Spinach
19.7,11.7,16.7,6.8,71,25,1510,527.5,Nadia,Alluvial Soil,Spinach
21.7,13.7,18.7,6.7,72,25,1560,577.5,Nadia,Alluvial Soil,Spinach
15.7,7.7,12.7,6.9,70,25,1550,507.5,Nadia,Alluvial Soil,Spinach
23.7,15.7,20.7,6.8,69,25,1510,627.5,Nadia,Alluvial Soil,Spinach
18.7,10.7,15.7,6.9,70.7,25.7,1522,502.5,Nadia,Alluvial Soil,Spinach
20.7,12.7,17.7,6.7,71.7,25.7,1572,552.5,Nadia,Alluvial Soil,Spinach
16.7,8.7,13.7,6.9,70.7,25.7,1562,482.5,Nadia,Alluvial Soil,Spinach
22.7,14.7,19.7,6.8,69.7,25.7,1522,602.5,Nadia,Alluvial Soil,Spinach
17.7,9.7,14.7,6.8,70.7,25.7,1522,522.5,Nadia,Alluvial Soil,Spinach
32,18,25,6.2,78,26,1650,1200,Nadia,Alluvial Soil,Cabbage
34,20,27,6.3,79,27,1660,1250,Nadia,Alluvial Soil,Cabbage
30,16,23,6.2,77,25,1670,1150,Nadia,Alluvial Soil,Cabbage
36,22,29,6.1,78,26,1640,1300,Nadia,Alluvial Soil,Cabbage
31,17,24,6.2,78,26,1650,1220,Nadia,Alluvial Soil,Cabbage
33,19,26,6.2,78.5,26.5,1665,1210,Nadia,Alluvial Soil,Cabbage
35,21,28,6.3,79.5,27.5,1675,1260,Nadia,Alluvial Soil,Cabbage
29,15,22,6.2,77.5,25.5,1685,1160,Nadia,Alluvial Soil,Cabbage
37,23,30,6.1,78.5,26.5,1655,1310,Nadia,Alluvial Soil,Cabbage
32.5,18.5,25.5,6.2,78.2,26.2,1652,1205,Nadia,Alluvial Soil,Cabbage
34.5,20.5,27.5,6.3,79.2,27.2,1662,1255,Nadia,Alluvial Soil,Cabbage
30.5,16.5,23.5,6.2,77.2,25.2,1672,1155,Nadia,Alluvial Soil,Cabbage
36.5,22.5,29.5,6.1,78.2,26.2,1642,1305,Nadia,Alluvial Soil,Cabbage
